,taz,pickups,dropoffs,TAZ,distr,AMshare,PMshare,OPshare,veh_pickups,veh_dropoffs
463,464,4.2,3.4,464,9.0,0.1,0.09,0.12,42.0,34.0
464,465,4.8,2.6,465,9.0,0.1,0.09,0.12,47.99999999999999,26.0
465,466,8.4,10.2,466,10.0,0.07,0.07,0.09,120.0,145.7142857142857
466,467,3.4,1.6,467,9.0,0.1,0.09,0.12,34.0,16.0
467,468,1.6,0.6,468,4.0,0.04,0.03,0.05,40.0,15.0
468,469,0.8,0.2,469,4.0,0.04,0.03,0.05,20.0,5.0
469,470,1.6,0.4,470,4.0,0.04,0.03,0.05,40.0,10.0
470,471,0.2,0.4,471,4.0,0.04,0.03,0.05,5.0,10.0
471,472,0.2,0.0,472,4.0,0.04,0.03,0.05,5.0,0.0
472,473,0.8,0.6,473,4.0,0.04,0.03,0.05,20.0,15.0
473,474,1.0,0.6,474,4.0,0.04,0.03,0.05,25.0,15.0
474,475,2.0,0.4,475,4.0,0.04,0.03,0.05,50.0,10.0
475,476,0.8,0.2,476,4.0,0.04,0.03,0.05,20.0,5.0
476,477,2.0,1.0,477,8.0,0.1,0.08,0.12,20.0,10.0
477,478,0.6,0.6,478,8.0,0.1,0.08,0.12,5.999999999999999,5.999999999999999
478,479,3.2,1.0,479,7.0,0.05,0.04,0.05,64.0,20.0
479,480,0.4,0.6,480,7.0,0.05,0.04,0.05,8.0,11.999999999999998
480,481,0.6,0.4,481,7.0,0.05,0.04,0.05,11.999999999999998,8.0
481,482,0.2,0.0,482,7.0,0.05,0.04,0.05,4.0,0.0
482,483,9.4,10.6,483,10.0,0.07,0.07,0.09,134.28571428571428,151.42857142857142
483,484,7.2,4.8,484,10.0,0.07,0.07,0.09,102.85714285714285,68.57142857142857
484,485,3.4,3.8,485,10.0,0.07,0.07,0.09,48.57142857142856,54.28571428571428
485,486,6.6,4.6,486,10.0,0.07,0.07,0.09,94.28571428571428,65.71428571428571
486,487,2.2,3.2,487,10.0,0.07,0.07,0.09,31.428571428571427,45.714285714285715
487,488,2.6,6.8,488,10.0,0.07,0.07,0.09,37.14285714285714,97.14285714285712
488,489,3.6,7.6,489,10.0,0.07,0.07,0.09,51.42857142857142,108.57142857142856
489,490,3.8,5.0,490,10.0,0.07,0.07,0.09,54.28571428571428,71.42857142857142
490,491,11.6,13.0,491,10.0,0.07,0.07,0.09,165.7142857142857,185.7142857142857
491,492,4.8,5.0,492,10.0,0.07,0.07,0.09,68.57142857142857,71.42857142857142
492,493,0.2,0.0,493,10.0,0.07,0.07,0.09,2.857142857142857,0.0
493,494,2.2,1.6,494,10.0,0.07,0.07,0.09,31.428571428571427,22.857142857142858
494,495,2.6,1.8,495,10.0,0.07,0.07,0.09,37.14285714285714,25.71428571428571
495,496,1.4,1.4,496,4.0,0.04,0.03,0.05,35.0,35.0
496,497,0.4,0.8,497,4.0,0.04,0.03,0.05,10.0,20.0
497,498,0.6,0.0,498,4.0,0.04,0.03,0.05,15.0,0.0
498,499,0.2,0.2,499,4.0,0.04,0.03,0.05,5.0,5.0
499,500,1.2,0.8,500,7.0,0.05,0.04,0.05,23.999999999999996,16.0
500,501,2.0,0.4,501,7.0,0.05,0.04,0.05,40.0,8.0
501,502,1.0,1.2,502,7.0,0.05,0.04,0.05,20.0,23.999999999999996
502,503,2.8,2.4,503,7.0,0.05,0.04,0.05,55.99999999999999,47.99999999999999
503,504,0.2,0.0,504,4.0,0.04,0.03,0.05,5.0,0.0
504,505,0.2,0.2,505,4.0,0.04,0.03,0.05,5.0,5.0
505,506,0.2,0.8,506,4.0,0.04,0.03,0.05,5.0,20.0
506,507,0.4,0.8,507,4.0,0.04,0.03,0.05,10.0,20.0
507,508,0.0,0.0,508,4.0,0.04,0.03,0.05,0.0,0.0
508,509,0.8,0.4,509,4.0,0.04,0.03,0.05,20.0,10.0
509,510,0.4,0.0,510,4.0,0.04,0.03,0.05,10.0,0.0
510,511,1.6,0.4,511,4.0,0.04,0.03,0.05,40.0,10.0
511,512,0.8,0.2,512,4.0,0.04,0.03,0.05,20.0,5.0
512,513,0.6,1.8,513,7.0,0.05,0.04,0.05,11.999999999999998,36.0
513,514,0.4,0.4,514,7.0,0.05,0.04,0.05,8.0,8.0
514,515,0.4,0.6,515,4.0,0.04,0.03,0.05,10.0,15.0
515,516,0.6,0.4,516,4.0,0.04,0.03,0.05,15.0,10.0
516,517,1.0,0.4,517,7.0,0.05,0.04,0.05,20.0,8.0
517,518,0.0,1.0,518,7.0,0.05,0.04,0.05,0.0,20.0
518,519,17.8,20.8,519,10.0,0.07,0.07,0.09,254.28571428571428,297.1428571428571
519,520,11.4,11.2,520,10.0,0.07,0.07,0.09,162.85714285714283,159.99999999999997
520,521,20.2,20.8,521,10.0,0.07,0.07,0.09,288.57142857142856,297.1428571428571
521,522,12.6,11.4,522,10.0,0.07,0.07,0.09,179.99999999999997,162.85714285714283
522,523,0.6,0.4,523,7.0,0.05,0.04,0.05,11.999999999999998,8.0
523,524,0.0,0.4,524,7.0,0.05,0.04,0.05,0.0,8.0
524,525,0.4,0.2,525,4.0,0.04,0.03,0.05,10.0,5.0
525,526,1.0,0.6,526,4.0,0.04,0.03,0.05,25.0,15.0
526,527,1.4,1.6,527,7.0,0.05,0.04,0.05,27.999999999999996,32.0
527,528,0.6,0.2,528,7.0,0.05,0.04,0.05,11.999999999999998,4.0
528,529,2.8,1.4,529,7.0,0.05,0.04,0.05,55.99999999999999,27.999999999999996
529,530,0.6,0.8,530,7.0,0.05,0.04,0.05,11.999999999999998,16.0
530,531,0.6,0.8,531,4.0,0.04,0.03,0.05,15.0,20.0
531,532,0.8,0.6,532,4.0,0.04,0.03,0.05,20.0,15.0
532,533,8.4,3.4,533,8.0,0.1,0.08,0.12,84.0,34.0
533,534,9.2,3.8,534,8.0,0.1,0.08,0.12,91.99999999999999,37.99999999999999
534,535,3.4,5.2,535,10.0,0.07,0.07,0.09,48.57142857142856,74.28571428571428
535,536,6.4,11.8,536,10.0,0.07,0.07,0.09,91.42857142857143,168.57142857142856
536,537,16.2,16.8,537,9.0,0.1,0.09,0.12,161.99999999999997,168.0
537,538,46.8,56.8,538,10.0,0.07,0.07,0.09,668.5714285714284,811.4285714285713
538,539,6.4,8.4,539,10.0,0.07,0.07,0.09,91.42857142857143,120.0
539,540,3.4,4.2,540,10.0,0.07,0.07,0.09,48.57142857142856,60.0
540,541,0.2,0.0,541,4.0,0.04,0.03,0.05,5.0,0.0
541,542,1.2,1.2,542,4.0,0.04,0.03,0.05,30.0,30.0
542,543,16.8,15.8,543,10.0,0.07,0.07,0.09,240.0,225.7142857142857
543,544,14.4,7.8,544,10.0,0.07,0.07,0.09,205.7142857142857,111.42857142857142
544,545,2.0,2.0,545,7.0,0.05,0.04,0.05,40.0,40.0
545,546,1.8,1.6,546,5.0,0.14,0.13,0.19,12.857142857142856,11.428571428571429
546,547,1.8,1.2,547,7.0,0.05,0.04,0.05,36.0,23.999999999999996
547,548,1.0,0.6,548,4.0,0.04,0.03,0.05,25.0,15.0
548,549,1.0,1.0,549,4.0,0.04,0.03,0.05,25.0,25.0
549,550,0.4,0.0,550,4.0,0.04,0.03,0.05,10.0,0.0
550,551,0.2,0.0,551,4.0,0.04,0.03,0.05,5.0,0.0
551,552,0.0,1.0,552,4.0,0.04,0.03,0.05,0.0,25.0
552,553,2.8,2.2,553,5.0,0.14,0.13,0.19,19.999999999999996,15.714285714285714
553,554,0.6,0.8,554,8.0,0.1,0.08,0.12,5.999999999999999,8.0
554,555,1.6,1.2,555,4.0,0.04,0.03,0.05,40.0,30.0
555,556,2.2,2.4,556,4.0,0.04,0.03,0.05,55.0,60.0
556,557,24.0,32.4,557,6.0,0.25,0.26,0.32,96.0,129.6
557,558,18.4,19.2,558,10.0,0.07,0.07,0.09,262.85714285714283,274.2857142857143
558,559,4.4,4.0,559,10.0,0.07,0.07,0.09,62.857142857142854,57.14285714285714
559,560,8.4,3.6,560,8.0,0.1,0.08,0.12,84.0,36.0
560,561,7.0,6.4,561,8.0,0.1,0.08,0.12,70.0,64.0
561,562,2.0,1.0,562,8.0,0.1,0.08,0.12,20.0,10.0
562,563,8.6,6.4,563,8.0,0.1,0.08,0.12,85.99999999999999,64.0
563,564,8.8,7.0,564,8.0,0.1,0.08,0.12,88.0,70.0
564,565,9.6,7.6,565,8.0,0.1,0.08,0.12,95.99999999999999,75.99999999999999
565,566,6.6,3.4,566,8.0,0.1,0.08,0.12,65.99999999999999,34.0
566,567,23.0,13.2,567,8.0,0.1,0.08,0.12,230.0,131.99999999999997
567,568,26.0,37.2,568,9.0,0.1,0.09,0.12,260.0,372.0
568,569,32.0,46.6,569,10.0,0.07,0.07,0.09,457.1428571428571,665.7142857142857
569,570,33.0,36.2,570,10.0,0.07,0.07,0.09,471.4285714285714,517.1428571428571
570,571,30.0,40.4,571,10.0,0.07,0.07,0.09,428.57142857142856,577.1428571428571
571,572,12.8,16.4,572,10.0,0.07,0.07,0.09,182.85714285714286,234.28571428571425
572,573,18.2,32.6,573,10.0,0.07,0.07,0.09,259.99999999999994,465.71428571428567
573,574,0.8,0.6,574,8.0,0.1,0.08,0.12,8.0,5.999999999999999
574,575,4.2,2.8,575,5.0,0.14,0.13,0.19,30.0,19.999999999999996
575,576,1.6,1.2,576,1.0,0.08,0.07,0.1,20.0,15.0
576,577,0.6,0.6,577,1.0,0.08,0.07,0.1,7.5,7.5
577,578,10.2,14.2,578,6.0,0.25,0.26,0.32,40.8,56.8
578,579,33.8,36.2,579,6.0,0.25,0.26,0.32,135.2,144.8
579,580,3.8,2.0,580,1.0,0.08,0.07,0.1,47.5,25.0
580,581,1.2,1.4,581,1.0,0.08,0.07,0.1,15.0,17.5
581,582,7.4,9.8,582,1.0,0.08,0.07,0.1,92.5,122.5
582,583,3.8,3.6,583,1.0,0.08,0.07,0.1,47.5,45.0
583,584,5.8,7.4,584,1.0,0.08,0.07,0.1,72.5,92.5
584,585,7.4,8.4,585,5.0,0.14,0.13,0.19,52.857142857142854,60.0
585,586,7.8,11.2,586,1.0,0.08,0.07,0.1,97.5,140.0
586,587,14.4,13.8,587,5.0,0.14,0.13,0.19,102.85714285714285,98.57142857142857
587,588,6.8,18.0,588,5.0,0.14,0.13,0.19,48.57142857142856,128.57142857142856
588,589,18.4,20.6,589,6.0,0.25,0.26,0.32,73.6,82.4
589,590,15.4,18.0,590,9.0,0.1,0.09,0.12,154.0,180.0
590,591,81.2,115.4,591,6.0,0.25,0.26,0.32,324.8,461.6
591,592,29.4,26.0,592,9.0,0.1,0.09,0.12,293.99999999999994,260.0
592,593,1.0,1.0,593,1.0,0.08,0.07,0.1,12.5,12.5
593,594,2.4,1.4,594,1.0,0.08,0.07,0.1,30.0,17.5
594,595,21.0,23.6,595,6.0,0.25,0.26,0.32,84.0,94.4
595,596,8.0,11.0,596,6.0,0.25,0.26,0.32,32.0,44.0
596,597,13.2,16.8,597,6.0,0.25,0.26,0.32,52.8,67.2
597,598,8.0,13.4,598,6.0,0.25,0.26,0.32,32.0,53.6
598,599,42.4,55.0,599,6.0,0.25,0.26,0.32,169.6,220.0
599,600,11.6,21.8,600,6.0,0.25,0.26,0.32,46.4,87.2
600,601,15.6,19.6,601,6.0,0.25,0.26,0.32,62.4,78.4
601,602,6.6,12.2,602,6.0,0.25,0.26,0.32,26.4,48.8
602,603,11.6,21.4,603,6.0,0.25,0.26,0.32,46.4,85.6
603,604,37.2,70.6,604,6.0,0.25,0.26,0.32,148.8,282.4
604,605,26.0,30.2,605,6.0,0.25,0.26,0.32,104.0,120.8
605,606,4.8,2.0,606,10.0,0.07,0.07,0.09,68.57142857142857,28.57142857142857
606,607,4.0,2.4,607,10.0,0.07,0.07,0.09,57.14285714285714,34.285714285714285
607,608,63.0,59.8,608,6.0,0.25,0.26,0.32,252.0,239.2
608,609,11.2,16.4,609,6.0,0.25,0.26,0.32,44.8,65.6
609,610,12.2,7.2,610,5.0,0.14,0.13,0.19,87.14285714285712,51.42857142857142
610,611,17.8,11.4,611,5.0,0.14,0.13,0.19,127.14285714285714,81.42857142857142
611,612,1.0,0.4,612,1.0,0.08,0.07,0.1,12.5,5.0
612,613,2.0,0.6,613,1.0,0.08,0.07,0.1,25.0,7.5
613,614,8.2,7.2,614,1.0,0.08,0.07,0.1,102.49999999999999,90.0
614,615,15.0,11.4,615,1.0,0.08,0.07,0.1,187.5,142.5
615,616,0.4,0.4,616,1.0,0.08,0.07,0.1,5.0,5.0
616,617,0.6,0.4,617,1.0,0.08,0.07,0.1,7.5,5.0
617,618,13.6,9.4,618,5.0,0.14,0.13,0.19,97.14285714285712,67.14285714285714
618,619,25.2,19.4,619,5.0,0.14,0.13,0.19,179.99999999999997,138.57142857142856
619,620,17.4,17.4,620,6.0,0.25,0.26,0.32,69.6,69.6
620,621,11.8,10.4,621,6.0,0.25,0.26,0.32,47.2,41.6
621,622,21.6,17.8,622,6.0,0.25,0.26,0.32,86.4,71.2
622,623,14.6,8.8,623,6.0,0.25,0.26,0.32,58.4,35.2
623,624,3.2,2.0,624,1.0,0.08,0.07,0.1,40.0,25.0
624,625,1.0,0.8,625,1.0,0.08,0.07,0.1,12.5,10.0
625,626,17.4,16.4,626,6.0,0.25,0.26,0.32,69.6,65.6
626,627,15.4,11.8,627,6.0,0.25,0.26,0.32,61.6,47.2
627,628,20.0,19.6,628,6.0,0.25,0.26,0.32,80.0,78.4
628,629,14.4,9.4,629,6.0,0.25,0.26,0.32,57.6,37.6
629,630,15.2,22.4,630,6.0,0.25,0.26,0.32,60.8,89.6
630,631,15.0,13.2,631,6.0,0.25,0.26,0.32,60.0,52.8
631,632,15.2,11.0,632,6.0,0.25,0.26,0.32,60.8,44.0
632,633,5.6,6.0,633,6.0,0.25,0.26,0.32,22.4,24.0
633,634,2.0,0.8,634,1.0,0.08,0.07,0.1,25.0,10.0
634,635,3.0,0.8,635,1.0,0.08,0.07,0.1,37.5,10.0
635,636,4.2,3.0,636,1.0,0.08,0.07,0.1,52.5,37.5
636,637,4.2,1.2,637,1.0,0.08,0.07,0.1,52.5,15.0
637,638,6.4,9.2,638,6.0,0.25,0.26,0.32,25.6,36.8
638,639,8.8,18.0,639,6.0,0.25,0.26,0.32,35.2,72.0
639,640,17.6,38.4,640,6.0,0.25,0.26,0.32,70.4,153.6
640,641,36.4,36.6,641,6.0,0.25,0.26,0.32,145.6,146.4
641,642,30.6,27.4,642,6.0,0.25,0.26,0.32,122.4,109.6
642,643,20.8,23.2,643,6.0,0.25,0.26,0.32,83.2,92.8
643,644,44.8,54.8,644,6.0,0.25,0.26,0.32,179.2,219.2
644,645,22.0,19.8,645,6.0,0.25,0.26,0.32,88.0,79.2
645,646,17.0,14.8,646,6.0,0.25,0.26,0.32,68.0,59.2
646,647,55.8,73.6,647,6.0,0.25,0.26,0.32,223.2,294.4
647,648,31.4,34.0,648,6.0,0.25,0.26,0.32,125.6,136.0
648,649,35.6,36.6,649,6.0,0.25,0.26,0.32,142.4,146.4
649,650,9.6,6.6,650,6.0,0.25,0.26,0.32,38.4,26.4
650,651,13.6,13.8,651,10.0,0.07,0.07,0.09,194.28571428571425,197.14285714285714
651,652,16.6,20.4,652,6.0,0.25,0.26,0.32,66.4,81.6
652,653,8.2,7.2,653,6.0,0.25,0.26,0.32,32.8,28.8
653,654,7.2,6.0,654,6.0,0.25,0.26,0.32,28.8,24.0
654,655,9.4,10.2,655,6.0,0.25,0.26,0.32,37.6,40.8
655,656,1.4,4.6,656,6.0,0.25,0.26,0.32,5.6,18.4
656,657,14.6,31.0,657,6.0,0.25,0.26,0.32,58.4,124.0
657,658,30.2,34.4,658,1.0,0.08,0.07,0.1,377.5,430.0
658,659,7.8,9.8,659,1.0,0.08,0.07,0.1,97.5,122.5
659,660,2.4,2.2,660,1.0,0.08,0.07,0.1,30.0,27.5
660,661,3.4,2.0,661,1.0,0.08,0.07,0.1,42.5,25.0
661,662,5.2,4.0,662,2.0,0.2,0.17,0.22,26.0,20.0
662,663,8.8,12.6,663,5.0,0.14,0.13,0.19,62.857142857142854,89.99999999999999
663,664,19.0,10.4,664,6.0,0.25,0.26,0.32,76.0,41.6
664,665,23.6,23.8,665,6.0,0.25,0.26,0.32,94.4,95.2
665,666,15.0,18.6,666,6.0,0.25,0.26,0.32,60.0,74.4
666,667,32.8,33.2,667,6.0,0.25,0.26,0.32,131.2,132.8
667,668,7.4,3.8,668,6.0,0.25,0.26,0.32,29.6,15.2
668,669,8.4,6.6,669,6.0,0.25,0.26,0.32,33.6,26.4
669,670,8.6,9.8,670,5.0,0.14,0.13,0.19,61.42857142857142,70.0
670,671,8.8,5.6,671,5.0,0.14,0.13,0.19,62.857142857142854,39.99999999999999
671,672,23.0,22.8,672,6.0,0.25,0.26,0.32,92.0,91.2
672,673,25.2,34.2,673,6.0,0.25,0.26,0.32,100.8,136.8
673,674,1.4,1.2,674,1.0,0.08,0.07,0.1,17.5,15.0
674,675,2.4,1.8,675,1.0,0.08,0.07,0.1,30.0,22.5
675,676,2.2,2.4,676,1.0,0.08,0.07,0.1,27.5,30.0
676,677,2.6,1.8,677,1.0,0.08,0.07,0.1,32.5,22.5
677,678,5.8,9.0,678,6.0,0.25,0.26,0.32,23.2,36.0
678,679,18.6,15.8,679,6.0,0.25,0.26,0.32,74.4,63.2
679,680,9.8,8.4,680,5.0,0.14,0.13,0.19,70.0,60.0
680,681,5.2,7.0,681,5.0,0.14,0.13,0.19,37.14285714285714,49.99999999999999
681,682,11.8,7.6,682,5.0,0.14,0.13,0.19,84.28571428571428,54.28571428571428
682,683,18.2,16.8,683,5.0,0.14,0.13,0.19,129.99999999999997,120.0
683,684,20.4,32.4,684,6.0,0.25,0.26,0.32,81.6,129.6
684,685,24.4,27.8,685,6.0,0.25,0.26,0.32,97.6,111.2
685,686,6.6,3.8,686,2.0,0.2,0.17,0.22,32.99999999999999,18.999999999999996
686,687,7.6,6.0,687,2.0,0.2,0.17,0.22,37.99999999999999,30.0
687,688,1.6,2.0,688,1.0,0.08,0.07,0.1,20.0,25.0
688,689,2.6,2.6,689,1.0,0.08,0.07,0.1,32.5,32.5
689,690,45.2,75.8,690,6.0,0.25,0.26,0.32,180.8,303.2
690,691,38.6,39.8,691,6.0,0.25,0.26,0.32,154.4,159.2
691,692,18.0,37.6,692,6.0,0.25,0.26,0.32,72.0,150.4
692,693,33.0,47.2,693,6.0,0.25,0.26,0.32,132.0,188.8
693,694,29.6,34.8,694,6.0,0.25,0.26,0.32,118.4,139.2
694,695,6.6,4.8,695,5.0,0.14,0.13,0.19,47.14285714285714,34.285714285714285
695,696,11.0,6.4,696,5.0,0.14,0.13,0.19,78.57142857142857,45.714285714285715
696,697,2.2,3.6,697,2.0,0.2,0.17,0.22,11.0,18.0
697,698,6.4,4.6,698,2.0,0.2,0.17,0.22,32.0,22.999999999999996
698,699,11.6,5.0,699,6.0,0.25,0.26,0.32,46.4,20.0
699,700,9.4,4.8,700,6.0,0.25,0.26,0.32,37.6,19.2
700,701,7.6,3.0,701,6.0,0.25,0.26,0.32,30.4,12.0
701,702,17.6,6.0,702,6.0,0.25,0.26,0.32,70.4,24.0
702,703,16.4,10.2,703,6.0,0.25,0.26,0.32,65.6,40.8
703,704,12.4,17.6,704,3.0,0.19,0.2,0.25,65.26315789473685,92.63157894736842
704,705,11.8,10.0,705,5.0,0.14,0.13,0.19,84.28571428571428,71.42857142857142
705,706,6.2,7.4,706,5.0,0.14,0.13,0.19,44.285714285714285,52.857142857142854
706,707,14.8,3.0,707,6.0,0.25,0.26,0.32,59.2,12.0
707,708,5.0,3.8,708,6.0,0.25,0.26,0.32,20.0,15.2
708,709,8.4,6.8,709,2.0,0.2,0.17,0.22,42.0,34.0
709,710,6.2,4.0,710,2.0,0.2,0.17,0.22,31.0,20.0
710,711,14.0,11.0,711,6.0,0.25,0.26,0.32,56.0,44.0
711,712,29.0,8.2,712,3.0,0.19,0.2,0.25,152.6315789473684,43.1578947368421
712,713,41.6,16.6,713,3.0,0.19,0.2,0.25,218.94736842105263,87.36842105263159
713,714,6.8,6.2,714,2.0,0.2,0.17,0.22,34.0,31.0
714,715,12.6,8.2,715,2.0,0.2,0.17,0.22,62.99999999999999,40.99999999999999
715,716,0.8,0.8,716,2.0,0.2,0.17,0.22,4.0,4.0
716,717,3.0,2.4,717,2.0,0.2,0.17,0.22,15.0,11.999999999999998
717,718,14.8,9.4,718,2.0,0.2,0.17,0.22,74.0,47.0
718,719,1.8,0.6,719,2.0,0.2,0.17,0.22,9.0,2.9999999999999996
719,720,0.2,0.6,720,2.0,0.2,0.17,0.22,1.0,2.9999999999999996
720,721,1.0,0.8,721,2.0,0.2,0.17,0.22,5.0,4.0
721,722,4.6,3.4,722,1.0,0.08,0.07,0.1,57.49999999999999,42.5
722,723,9.0,8.4,723,6.0,0.25,0.26,0.32,36.0,33.6
723,724,9.2,5.6,724,6.0,0.25,0.26,0.32,36.8,22.4
724,725,2.6,4.8,725,6.0,0.25,0.26,0.32,10.4,19.2
725,726,35.2,53.8,726,6.0,0.25,0.26,0.32,140.8,215.2
726,727,24.0,23.4,727,6.0,0.25,0.26,0.32,96.0,93.6
727,728,2.2,1.4,728,1.0,0.08,0.07,0.1,27.5,17.5
728,729,5.2,3.4,729,1.0,0.08,0.07,0.1,65.0,42.5
729,730,16.8,29.6,730,6.0,0.25,0.26,0.32,67.2,118.4
730,731,40.8,42.8,731,6.0,0.25,0.26,0.32,163.2,171.2
731,732,7.2,7.4,732,6.0,0.25,0.26,0.32,28.8,29.6
732,733,12.2,13.2,733,3.0,0.19,0.2,0.25,64.21052631578947,69.47368421052632
733,734,26.6,5.2,734,3.0,0.19,0.2,0.25,140.0,27.36842105263158
734,735,32.4,17.8,735,3.0,0.19,0.2,0.25,170.52631578947367,93.6842105263158
735,736,16.8,27.4,736,3.0,0.19,0.2,0.25,88.42105263157895,144.21052631578945
736,737,0.2,0.4,737,1.0,0.08,0.07,0.1,2.5,5.0
737,738,4.6,4.8,738,1.0,0.08,0.07,0.1,57.49999999999999,60.0
738,739,1.8,1.0,739,1.0,0.08,0.07,0.1,22.5,12.5
739,740,24.6,69.8,740,6.0,0.25,0.26,0.32,98.4,279.2
740,741,5.6,8.8,741,6.0,0.25,0.26,0.32,22.4,35.2
741,742,66.0,106.8,742,6.0,0.25,0.26,0.32,264.0,427.2
742,743,37.2,59.4,743,6.0,0.25,0.26,0.32,148.8,237.6
743,744,22.2,29.2,744,6.0,0.25,0.26,0.32,88.8,116.8
744,745,20.0,26.2,745,6.0,0.25,0.26,0.32,80.0,104.8
745,746,20.6,16.2,746,3.0,0.19,0.2,0.25,108.42105263157896,85.26315789473684
746,747,7.0,17.8,747,3.0,0.19,0.2,0.25,36.8421052631579,93.6842105263158
747,748,8.4,5.6,748,3.0,0.19,0.2,0.25,44.21052631578947,29.473684210526315
748,749,3.4,10.2,749,3.0,0.19,0.2,0.25,17.894736842105264,53.68421052631579
749,750,2.6,3.6,750,3.0,0.19,0.2,0.25,13.68421052631579,18.94736842105263
750,751,3.6,3.6,751,3.0,0.19,0.2,0.25,18.94736842105263,18.94736842105263
751,752,18.2,14.4,752,3.0,0.19,0.2,0.25,95.78947368421052,75.78947368421052
752,753,12.0,21.6,753,3.0,0.19,0.2,0.25,63.1578947368421,113.6842105263158
753,754,9.6,9.4,754,3.0,0.19,0.2,0.25,50.526315789473685,49.473684210526315
754,755,0.6,0.8,755,2.0,0.2,0.17,0.22,2.9999999999999996,4.0
755,756,1.0,1.4,756,2.0,0.2,0.17,0.22,5.0,6.999999999999999
756,757,5.4,3.0,757,2.0,0.2,0.17,0.22,27.0,15.0
757,758,0.6,1.2,758,2.0,0.2,0.17,0.22,2.9999999999999996,5.999999999999999
758,759,0.2,0.4,759,2.0,0.2,0.17,0.22,1.0,2.0
759,760,15.6,7.0,760,3.0,0.19,0.2,0.25,82.10526315789474,36.8421052631579
760,761,40.8,12.4,761,3.0,0.19,0.2,0.25,214.73684210526315,65.26315789473685
761,762,35.2,35.4,762,6.0,0.25,0.26,0.32,140.8,141.6
762,763,24.2,21.4,763,6.0,0.25,0.26,0.32,96.8,85.6
763,764,24.0,52.0,764,6.0,0.25,0.26,0.32,96.0,208.0
764,765,10.6,10.6,765,6.0,0.25,0.26,0.32,42.4,42.4
765,766,11.0,8.8,766,6.0,0.25,0.26,0.32,44.0,35.2
766,767,22.2,15.6,767,6.0,0.25,0.26,0.32,88.8,62.4
767,768,10.0,24.6,768,6.0,0.25,0.26,0.32,40.0,98.4
768,769,4.4,2.8,769,2.0,0.2,0.17,0.22,22.0,13.999999999999998
769,770,16.0,11.8,770,2.0,0.2,0.17,0.22,80.0,59.0
770,771,12.6,4.8,771,3.0,0.19,0.2,0.25,66.3157894736842,25.263157894736842
771,772,38.4,16.0,772,3.0,0.19,0.2,0.25,202.10526315789474,84.21052631578948
772,773,19.2,25.4,773,6.0,0.25,0.26,0.32,76.8,101.6
773,774,18.0,25.8,774,6.0,0.25,0.26,0.32,72.0,103.2
774,775,18.8,20.4,775,6.0,0.25,0.26,0.32,75.2,81.6
775,776,25.0,32.6,776,6.0,0.25,0.26,0.32,100.0,130.4
776,777,14.0,11.6,777,6.0,0.25,0.26,0.32,56.0,46.4
777,778,6.0,3.8,778,6.0,0.25,0.26,0.32,24.0,15.2
778,779,6.4,7.2,779,6.0,0.25,0.26,0.32,25.6,28.8
779,780,18.6,30.2,780,6.0,0.25,0.26,0.32,74.4,120.8
780,781,5.6,9.8,781,6.0,0.25,0.26,0.32,22.4,39.2
781,782,13.8,7.8,782,3.0,0.19,0.2,0.25,72.63157894736842,41.05263157894737
782,783,31.8,37.6,783,3.0,0.19,0.2,0.25,167.3684210526316,197.89473684210526
783,784,3.4,11.0,784,3.0,0.19,0.2,0.25,17.894736842105264,57.89473684210526
784,785,29.8,22.4,785,3.0,0.19,0.2,0.25,156.8421052631579,117.89473684210526
785,786,14.0,33.8,786,3.0,0.19,0.2,0.25,73.6842105263158,177.89473684210526
786,787,20.2,31.2,787,3.0,0.19,0.2,0.25,106.3157894736842,164.21052631578948
787,788,9.2,13.8,788,3.0,0.19,0.2,0.25,48.421052631578945,72.63157894736842
788,789,18.2,42.0,789,3.0,0.19,0.2,0.25,95.78947368421052,221.05263157894737
789,790,23.2,35.6,790,3.0,0.19,0.2,0.25,122.10526315789473,187.3684210526316
790,791,13.0,13.2,791,3.0,0.19,0.2,0.25,68.42105263157895,69.47368421052632
791,792,5.2,3.2,792,3.0,0.19,0.2,0.25,27.36842105263158,16.842105263157894
792,793,4.2,7.6,793,3.0,0.19,0.2,0.25,22.105263157894736,40.0
793,794,10.2,8.0,794,2.0,0.2,0.17,0.22,50.99999999999999,40.0
794,795,5.2,3.8,795,2.0,0.2,0.17,0.22,26.0,18.999999999999996
795,796,2.2,1.6,796,2.0,0.2,0.17,0.22,11.0,8.0
796,797,12.0,16.6,797,3.0,0.19,0.2,0.25,63.1578947368421,87.36842105263159
797,798,9.8,12.2,798,3.0,0.19,0.2,0.25,51.578947368421055,64.21052631578947
798,799,10.8,14.8,799,3.0,0.19,0.2,0.25,56.8421052631579,77.89473684210526
799,800,8.0,19.0,800,3.0,0.19,0.2,0.25,42.10526315789474,100.0
800,801,7.8,15.6,801,3.0,0.19,0.2,0.25,41.05263157894737,82.10526315789474
801,802,9.6,18.8,802,3.0,0.19,0.2,0.25,50.526315789473685,98.94736842105263
802,803,9.2,8.6,803,3.0,0.19,0.2,0.25,48.421052631578945,45.26315789473684
803,804,6.6,12.8,804,3.0,0.19,0.2,0.25,34.73684210526316,67.36842105263158
804,805,5.2,14.2,805,3.0,0.19,0.2,0.25,27.36842105263158,74.73684210526315
